time_s,acc_DOF3_mps2,acc_DOF4_mps2,acc_DOF5_mps2,acc_DOF6_mps2
2.29,-0.00596832,-0.00639696,-0.0088794,-0.01064571
2.295,-0.00702593,-0.00679964,-0.00910983,-0.00768419
2.3,-0.0054177,-0.00684048,-0.00867187,-0.00901705
2.305,-0.00846564,-0.00806247,-0.00843951,-0.00979444
2.31,-0.00981418,-0.01127935,-0.01059761,-0.01103621
2.315,-0.00794415,-0.01247581,-0.01328412,-0.01171528
2.32,-0.01234278,-0.00992462,-0.0144611,-0.01187099
2.325,-0.01471709,-0.01451043,-0.01512144,-0.01582629
2.33,-0.01441895,-0.01574399,-0.01744682,-0.01506095
2.335,-0.01853929,-0.01671354,-0.01787755,-0.01850849
2.34,-0.01940512,-0.02048704,-0.02120262,-0.01754238
2.345,-0.02159065,-0.02172924,-0.02201357,-0.0195769
2.35,-0.02420861,-0.02298188,-0.02113459,-0.02159606
2.355,-0.02232706,-0.02182989,-0.02077179,-0.02077478
2.36,-0.02397655,-0.02322752,-0.01964123,-0.01962952
2.365,-0.02277039,-0.02173603,-0.01904991,-0.01789771
2.37,-0.023974,-0.02094238,-0.01795175,-0.01824313
2.375,-0.02119928,-0.02053329,-0.01767771,-0.01664007
2.38,-0.01820344,-0.01905348,-0.01651997,-0.0139643
2.385,-0.01793632,-0.01618882,-0.01368292,-0.01202331
2.39,-0.01523427,-0.0148565,-0.01016438,-0.01097519
2.395,-0.01364961,-0.00958577,-0.01090778,-0.00424593
2.4,-0.01115476,-0.00873547,-0.00612294,-0.00253722
2.405,-0.00833343,-0.00530761,-0.00259036,0.00055662
2.41,-0.00571044,-0.004255,-0.00240833,0.000698
2.415,-0.0042527,-0.00215495,0.00170509,0.00153967
2.42,-0.00281943,0.00101119,0.00235089,0.00517155
2.425,-7.823e-05,0.00316893,0.00538481,0.00593152
2.43,-0.00147018,0.00285652,0.00424027,0.00724379
2.435,0.00042426,0.00473163,0.00551325,0.00821371
2.44,0.00278392,0.00457369,0.00620323,0.0090444
2.445,0.00370256,0.00524926,0.00653187,0.00935711
2.45,0.00250411,0.00588026,0.00635321,0.00940977
2.455,0.00451762,0.00370708,0.00658701,0.01013148
2.46,0.00429008,0.00532115,0.00683756,0.00822669
2.465,0.00075239,0.00355378,0.00738486,0.00756037
2.47,0.00233207,0.00467576,0.00608258,0.007401
2.475,0.00061714,0.00500193,0.00624518,0.00802047
2.48,0.00272183,0.00549717,0.00555013,0.00928345
2.485,0.00436574,0.00615803,0.00645309,0.00573147
2.49,0.00302241,0.00389728,0.00710145,0.00867432
2.495,0.00673491,0.00549725,0.00704237,0.00704913
2.5,0.00806396,0.00739717,0.00934454,0.00871476
2.505,0.00563545,0.00709895,0.00630113,0.00883899
2.51,0.00649861,0.0082084,0.01026567,0.01032626
2.515,0.00642702,0.00754206,0.00890842,0.01229786
2.52,0.00766945,0.00875552,0.01152424,0.01135697
2.525,0.00823344,0.00792829,0.01111841,0.00981099
2.53,0.00786859,0.00798236,0.01190412,0.01162151
2.535,0.00771437,0.00832929,0.00984788,0.0113152
2.54,0.00614478,0.01015497,0.0112637,0.01089554
2.545,0.00851944,0.01034237,0.01093628,0.0111478
2.55,0.00760261,0.00897568,0.01018384,0.00868947
2.555,0.00870934,0.00819855,0.01041294,0.01071919
2.56,0.00830357,0.00786424,0.01083403,0.01101309
2.565,0.0092398,0.01031103,0.00979935,0.01213313
2.57,0.00981705,0.0114421,0.01021697,0.01058626
2.575,0.0109693,0.01166477,0.01176097,0.0130611
2.58,0.01016273,0.01241308,0.01121148,0.01423171
2.585,0.0133837,0.01506024,0.0152071,0.01269642
2.59,0.01414334,0.01618312,0.01390553,0.01411911
2.595,0.01566169,0.01499164,0.01785877,0.01593462
2.6,0.01716688,0.01608715,0.01683084,0.01681644
2.605,0.0207437,0.02071136,0.01816888,0.01860445
2.61,0.02042756,0.02059279,0.01900526,0.01708146
2.615,0.02267412,0.02017873,0.01866475,0.01703322
2.62,0.02261739,0.02154424,0.02027519,0.0180759
2.625,0.02050184,0.02197652,0.01994468,0.01789301
2.63,0.02070217,0.01948597,0.01919868,0.01587295
2.635,0.02147613,0.01944215,0.01783017,0.01628328
2.64,0.02037389,0.01809162,0.01491001,0.0133279
2.645,0.01921824,0.01617385,0.0155644,0.01002573
2.65,0.01730763,0.01271968,0.01002165,0.00806571
2.655,0.01238299,0.01279092,0.00785429,0.00670641
2.66,0.01059858,0.006898,0.00649573,0.00361935
2.665,0.00690484,0.00677903,0.0023539,-0.0011857
2.67,0.00648295,0.00258852,-0.00071153,-0.00275146
2.675,0.00230466,0.00035129,-0.00336381,-0.00364131
2.68,0.00102945,-0.00217376,-0.00270408,-0.00689467
2.685,-0.00108757,-0.00409773,-0.00649246,-0.00775851
2.69,-0.00371015,-0.00478273,-0.00881534,-0.01117386
2.695,-0.00544173,-0.00837248,-0.00879542,-0.01291624
2.7,-0.00449918,-0.00684824,-0.01041235,-0.01160206
2.705,-0.00548502,-0.00722773,-0.01149016,-0.01215124
2.71,-0.00506317,-0.00860353,-0.01007748,-0.01304033
2.715,-0.00391352,-0.00735412,-0.01042784,-0.01070568
2.72,-0.00599578,-0.00750597,-0.00899315,-0.00990589
2.725,-0.00579202,-0.00536037,-0.00812958,-0.00969671
2.73,-0.00418853,-0.00570747,-0.00799351,-0.0097789
2.735,-0.00314332,-0.00594588,-0.00700576,-0.01020577
2.74,-0.00276852,-0.00548966,-0.00586997,-0.00797938
2.745,-0.00417508,-0.00487684,-0.00784489,-0.00988859
2.75,-0.00509601,-0.00430463,-0.00757276,-0.00840064
2.755,-0.00336625,-0.00518723,-0.00760076,-0.00785994
2.76,-0.00513789,-0.00515003,-0.00665251,-0.00890581
2.765,-0.00651324,-0.0080772,-0.00697703,-0.00763168
2.77,-0.00567576,-0.00798084,-0.00930993,-0.00803665
2.775,-0.00928314,-0.0073147,-0.00917579,-0.00984286
2.78,-0.00519604,-0.00791515,-0.00925864,-0.01020559
2.785,-0.00959129,-0.01044138,-0.01188791,-0.01085436
2.79,-0.01022312,-0.01004807,-0.01118475,-0.01075942
2.795,-0.00942033,-0.01081144,-0.01150597,-0.01281959
2.8,-0.00968377,-0.01109562,-0.0097458,-0.01115978
2.805,-0.01034081,-0.01031703,-0.01328235,-0.01310118
2.81,-0.0122937,-0.01098026,-0.01168349,-0.01369622
2.815,-0.01008898,-0.01163713,-0.01359549,-0.01292028
2.82,-0.01163696,-0.01027636,-0.01281025,-0.01202271
2.825,-0.01158497,-0.01061464,-0.01338039,-0.01185325
2.83,-0.0119599,-0.01300289,-0.01264617,-0.01102417
2.835,-0.01163787,-0.01340653,-0.01356808,-0.01168308
2.84,-0.01156283,-0.01384658,-0.01391985,-0.013359
2.845,-0.01455573,-0.0129228,-0.01311363,-0.01328492
2.85,-0.01583913,-0.01452598,-0.0148564,-0.01232536
2.855,-0.0144954,-0.01418773,-0.01442589,-0.01250975
2.86,-0.01499977,-0.01498994,-0.01345684,-0.01384221
2.865,-0.01800399,-0.01751221,-0.01364762,-0.0152628
2.87,-0.01723462,-0.01687728,-0.01589889,-0.01309644
2.875,-0.01702486,-0.01819783,-0.01598134,-0.01436544
2.88,-0.02049136,-0.01723696,-0.01581988,-0.01459447
2.885,-0.01791584,-0.01965469,-0.0155102,-0.01485074
2.89,-0.02044176,-0.01704671,-0.01601416,-0.0142673
2.895,-0.01728417,-0.01848016,-0.01630862,-0.01364073
2.9,-0.01786404,-0.01621444,-0.01407397,-0.01255977
2.905,-0.01788443,-0.01447312,-0.01427763,-0.00939891
2.91,-0.01551571,-0.01188806,-0.01014023,-0.00751889
2.915,-0.0129621,-0.01304705,-0.00793086,-0.00585362
2.92,-0.0097534,-0.00919426,-0.00679109,-0.00208568
2.925,-0.00899564,-0.00497261,-0.00442947,-0.0005038
2.93,-0.00505389,-0.00308881,-0.00057889,0.00321567
2.935,-0.00467629,-0.0009915,0.00076772,0.00414647
2.94,-0.00082134,0.00291354,0.00483849,0.00822508
2.945,0.00360675,0.00642531,0.00722322,0.00699274
2.95,0.004979,0.00833041,0.00837658,0.01135569
2.955,0.00720815,0.00943084,0.01190046,0.01411756
2.96,0.00606621,0.01110155,0.0120434,0.01688518
2.965,0.01068033,0.01112559,0.01470236,0.01470863
2.97,0.01001865,0.01224401,0.01462192,0.01417092
2.975,0.01187881,0.0121403,0.01486679,0.01506339
2.98,0.00958953,0.01134913,0.013331,0.01458757
2.985,0.00975503,0.01313546,0.01101818,0.01320478
2.99,0.00649247,0.0097924,0.01140673,0.01329009
2.995,0.00702084,0.00725427,0.00949272,0.0120112
3.0,0.00653845,0.01016011,0.01105399,0.01039425
3.005,0.00662088,0.00791944,0.01001655,0.01021943
3.01,0.00516533,0.00569244,0.00683452,0.00841635
3.015,0.00404347,0.00518724,0.00730701,0.0062199
3.02,0.00377503,0.00789863,0.00458982,0.00829327
3.025,0.00499573,0.00498885,0.00746121,0.0059932
3.03,0.00529372,0.00593287,0.0068085,0.00729959
3.035,0.00632022,0.00739569,0.00877948,0.00729881
3.04,0.0064209,0.00797689,0.0087113,0.00696936
3.045,0.0072818,0.0089593,0.01067599,0.00754468
3.05,0.00948842,0.00800141,0.01025219,0.01017629
3.055,0.0088765,0.01008283,0.0113086,0.01202814
3.06,0.01047353,0.01229245,0.01056221,0.01125768
3.065,0.01005867,0.01237,0.01300181,0.01352463
3.07,0.01245319,0.01383423,0.01158035,0.01357101
3.075,0.0123307,0.01422952,0.01346391,0.01392942
3.08,0.01518841,0.01544952,0.0143172,0.01334018
3.085,0.01490204,0.01425536,0.01424271,0.01384502
3.09,0.01346476,0.01479337,0.01572929,0.01521965
3.095,0.01403051,0.01301177,0.01269799,0.01419721
3.1,0.01361832,0.0147275,0.01442154,0.01454249
3.105,0.012657,0.01451095,0.0142112,0.0130127
3.11,0.01497705,0.01378515,0.01350753,0.01388426
3.115,0.0140756,0.01488384,0.014383,0.0121839
3.12,0.01508425,0.01362374,0.01388727,0.01146167
3.125,0.0143419,0.0152648,0.01372034,0.01250521
3.13,0.01398453,0.01290352,0.01257509,0.0110293
3.135,0.01579386,0.01455651,0.01280754,0.00953664
3.14,0.01747163,0.01552512,0.01439949,0.01007793
3.145,0.0148728,0.01411903,0.01174088,0.01044445
3.15,0.01637261,0.01490476,0.01034548,0.00956996
3.155,0.01613299,0.01568065,0.01243906,0.00881129
3.16,0.01568862,0.01477539,0.01109221,0.00824581
3.165,0.01682049,0.01247755,0.01052925,0.00775087
3.17,0.01266671,0.01090666,0.00807888,0.00635581
3.175,0.01179108,0.00845202,0.00651966,0.00442559
3.18,0.01010092,0.00581146,0.00570696,0.0031102
3.185,0.00755106,0.00542602,0.00377763,0.00038852
3.19,0.0052638,0.00153619,0.00179206,-0.0025473
3.195,0.00215332,-0.0003529,-0.00277862,-0.00696708
3.2,0.00043518,-0.00133159,-0.00551514,-0.00685843
3.205,-0.00285305,-0.00518375,-0.0077581,-0.00938911
3.21,-0.00523125,-0.00610741,-0.01077532,-0.01209097
3.215,-0.00515206,-0.00826426,-0.01305823,-0.01457078
3.22,-0.00820361,-0.01218872,-0.01367055,-0.01549628
3.225,-0.01175357,-0.01289908,-0.01582678,-0.01590266
3.23,-0.01128185,-0.01343123,-0.0147784,-0.01762683
3.235,-0.01235423,-0.01342503,-0.01745347,-0.01822415
3.24,-0.01354174,-0.01284666,-0.0155927,-0.01748512
3.245,-0.01143069,-0.01231512,-0.01628446,-0.01670712
3.25,-0.01093468,-0.01226957,-0.01624985,-0.01548433
3.255,-0.01159913,-0.01264512,-0.01346068,-0.01524166
3.26,-0.0102166,-0.01033438,-0.01173193,-0.01234229
3.265,-0.0096661,-0.01033232,-0.00935183,-0.01151886
3.27,-0.00754493,-0.01047886,-0.01038534,-0.01038078
3.275,-0.00709592,-0.0083187,-0.00866713,-0.01000681
3.28,-0.00379044,-0.00914174,-0.0069731,-0.00755187
3.285,-0.00552448,-0.00700892,-0.00666597,-0.00760845
3.29,-0.00498708,-0.0063898,-0.00879671,-0.00556041
3.295,-0.00405266,-0.00556991,-0.00544529,-0.00491785
3.3,-0.00714972,-0.00606347,-0.00759141,-0.0070598
3.305,-0.00652499,-0.0058507,-0.00787194,-0.00516812
3.31,-0.00773465,-0.00889693,-0.00885897,-0.00881037
3.315,-0.0086904,-0.00938036,-0.00987919,-0.00929135
3.32,-0.01085313,-0.01121405,-0.0111511,-0.010414
3.325,-0.01327709,-0.01091034,-0.01018106,-0.01218038
3.33,-0.01197367,-0.01312068,-0.01463758,-0.01285657
3.335,-0.01246233,-0.01374966,-0.01360495,-0.01323103
3.34,-0.01368441,-0.01489193,-0.01409807,-0.01288073
3.345,-0.01625281,-0.01571787,-0.01427893,-0.01441479
3.35,-0.01548226,-0.01523545,-0.01637336,-0.01536549
3.355,-0.01796398,-0.01792418,-0.01611799,-0.01327288
3.36,-0.01564899,-0.01726146,-0.01619198,-0.01353149
3.365,-0.01713915,-0.01565671,-0.01678822,-0.01473018
3.37,-0.01580309,-0.01546105,-0.01494049,-0.01447847
3.375,-0.0160278,-0.01476986,-0.01378889,-0.01411883
3.38,-0.01549668,-0.01553736,-0.01322936,-0.01324629
3.385,-0.01544808,-0.01222302,-0.01157425,-0.01201618
3.39,-0.01527423,-0.01325795,-0.01114536,-0.01288942
3.395,-0.01270114,-0.01173154,-0.01058568,-0.00849285
3.4,-0.0131395,-0.01270116,-0.00988627,-0.00821858
3.405,-0.01438181,-0.0115239,-0.00981331,-0.00786214
3.41,-0.0133292,-0.01080314,-0.00947748,-0.00654747
3.415,-0.01314715,-0.00936879,-0.00821885,-0.00414599
3.42,-0.01369471,-0.00974686,-0.00551836,-0.00639766
3.425,-0.00910269,-0.00909821,-0.00636751,-0.00513018
3.43,-0.01100921,-0.00784522,-0.00442492,-0.0035949
3.435,-0.00976052,-0.00655561,-0.00364243,-0.00063788
3.44,-0.00809882,-0.00388559,-0.00281856,-0.00077695
3.445,-0.00541549,-0.00180375,0.00199126,0.00223744
3.45,-0.00428814,-0.00075127,0.00146838,0.00391141
3.455,-0.00288507,0.00131458,0.00433208,0.00600791
3.46,0.00128367,0.00359552,0.0055227,0.01023767
3.465,0.00259622,0.00514193,0.00754601,0.01113813
3.47,0.00660226,0.00795339,0.00981362,0.01339205
3.475,0.00918455,0.00932713,0.01333805,0.0121086
3.48,0.01082994,0.01158245,0.01251657,0.01555938
3.485,0.0123995,0.01210505,0.01527418,0.01659215
3.49,0.01478177,0.01500456,0.01729319,0.01920817
3.495,0.01414923,0.01518312,0.01545753,0.01942368
3.5,0.01578195,0.01657896,0.01793115,0.0188557
3.505,0.01191497,0.01538781,0.01791665,0.0197459
3.51,0.01636421,0.0160331,0.01746302,0.01709872
3.515,0.01333473,0.0130155,0.0140483,0.01556096
3.52,0.01061384,0.01384441,0.01337683,0.01660179
3.525,0.01165258,0.01250581,0.01409618,0.01295518
3.53,0.01048308,0.01101594,0.01130293,0.01266969
3.535,0.0095825,0.0111313,0.01130368,0.01223454
3.54,0.00798114,0.00858654,0.00895647,0.01016081
3.545,0.00612977,0.00856421,0.00741145,0.00668966
3.55,0.00549329,0.00666869,0.00821159,0.00772234
3.555,0.00596055,0.00718297,0.00785458,0.00576478
3.56,0.00541858,0.00503584,0.00560442,0.00607289
3.565,0.00531985,0.00511397,0.00673165,0.00459469
3.57,0.0065301,0.00598871,0.00646184,0.00569242
3.575,0.00836979,0.00772319,0.00747209,0.00745757
3.58,0.00777642,0.00898078,0.00907606,0.00988626
3.585,0.00980749,0.01038929,0.0092899,0.00841521
3.59,0.00961919,0.01114791,0.01006432,0.01160767
3.595,0.01110976,0.0129456,0.01239501,0.01148794
3.6,0.01440954,0.01302287,0.01286868,0.01275159
3.605,0.01494445,0.01419876,0.01530816,0.01226482
3.61,0.01671776,0.01755194,0.01362196,0.01462604
3.615,0.01724519,0.01632618,0.01618053,0.01434856
3.62,0.01738745,0.01716606,0.01739725,0.01618584
3.625,0.0180368,0.0176573,0.01536435,0.01446394
3.63,0.01673752,0.01778813,0.01726517,0.01470285
3.635,0.01589406,0.01481065,0.01604222,0.01352754
3.64,0.0158791,0.01667845,0.01577546,0.01361584
3.645,0.01535495,0.01543792,0.01285625,0.01114086
3.65,0.0151288,0.01216232,0.01046578,0.00894927
3.655,0.01208992,0.01302694,0.00995505,0.00882115
3.66,0.01167608,0.0118671,0.00767309,0.00877695
3.665,0.01252835,0.00808606,0.00800634,0.0039812
3.67,0.00866025,0.00880846,0.00660371,0.00287737
3.675,0.01025915,0.00697172,0.006139,0.00076609
3.68,0.01035444,0.00506381,0.00388361,0.00295635
3.685,0.00698476,0.00392067,0.00056323,0.00137072
3.69,0.00678056,0.00317348,0.00084726,-0.00379435
3.695,0.0042764,0.00236115,8.682e-05,-0.00314198
3.7,0.00434017,0.00046956,-0.00100123,-0.00392401
3.705,0.00259452,0.00021094,-0.00280808,-0.00391978
3.71,0.00165149,-0.00234402,-0.00505662,-0.0065173
3.715,-0.00189299,-0.002718,-0.00622096,-0.0100186
3.72,-0.00295028,-0.00620049,-0.00744742,-0.01090012
3.725,-0.00333664,-0.00591253,-0.00848132,-0.01120126
3.73,-0.00528054,-0.01003824,-0.00942105,-0.01356423
3.735,-0.00833468,-0.00919672,-0.01065038,-0.0130142
3.74,-0.00934496,-0.01266467,-0.01297969,-0.01352619
3.745,-0.01087734,-0.01386644,-0.01562937,-0.01453398
3.75,-0.01381313,-0.01537576,-0.01462269,-0.01788952
3.755,-0.01341647,-0.01496334,-0.0165824,-0.01691517
3.76,-0.01561011,-0.01506739,-0.01824894,-0.01808523
3.765,-0.01688611,-0.01558377,-0.0153879,-0.01806936
3.77,-0.01627474,-0.01663357,-0.01859771,-0.02014813
3.775,-0.01603431,-0.01656623,-0.01759125,-0.01829057
3.78,-0.01396876,-0.01740937,-0.01578043,-0.01690286
3.785,-0.0151994,-0.01554307,-0.01669784,-0.0154558
3.79,-0.01225312,-0.01415405,-0.01416748,-0.01519968
3.795,-0.01203699,-0.0111122,-0.01423956,-0.01387525
3.8,-0.01150935,-0.01077379,-0.01215165,-0.01100006
3.805,-0.0101552,-0.00983645,-0.00911851,-0.01229334
3.81,-0.0089299,-0.00849512,-0.00860327,-0.00859699
3.815,-0.00811911,-0.00518673,-0.00772005,-0.00720294
3.82,-0.00550296,-0.00783011,-0.00657023,-0.00581294
3.825,-0.00578252,-0.0053487,-0.00667608,-0.00524348
3.83,-0.00444995,-0.00671018,-0.00556958,-0.00418495
3.835,-0.00647329,-0.00423525,-0.00638349,-0.00543151
3.84,-0.00676238,-0.00650551,-0.00701067,-0.00453373
3.845,-0.00845459,-0.00815778,-0.00568482,-0.00628197
3.85,-0.00897921,-0.00844073,-0.00711095,-0.00685405
3.855,-0.01118517,-0.01105839,-0.01019244,-0.00637563
3.86,-0.01233271,-0.01245613,-0.01031545,-0.01202399
3.865,-0.01375493,-0.01444192,-0.01293934,-0.01150974
3.87,-0.01547407,-0.01417332,-0.01237983,-0.01295164
3.875,-0.01561184,-0.01636895,-0.01439697,-0.01369032
3.88,-0.01581254,-0.0172734,-0.01569079,-0.01412188
3.885,-0.01719878,-0.01725722,-0.01702965,-0.01612907
3.89,-0.01762184,-0.01801968,-0.01529861,-0.01380129
3.895,-0.01807837,-0.01594324,-0.01727001,-0.01380201
3.9,-0.01740432,-0.01428988,-0.01524579,-0.01181959
3.905,-0.01649751,-0.01607612,-0.01325665,-0.01299456
3.91,-0.01560372,-0.01215279,-0.0134249,-0.01093281
3.915,-0.01423499,-0.01271348,-0.01007839,-0.00758848
3.92,-0.01269421,-0.00992478,-0.00812564,-0.00430278
3.925,-0.00962364,-0.00843049,-0.00592785,-0.00334082
3.93,-0.00886192,-0.00605378,-0.0043057,0.0001154
3.935,-0.00631058,-0.00567459,-0.00255479,-5.276e-05
3.94,-0.00699997,-0.00122375,0.00080699,0.00259113
3.945,-0.00425647,-0.00014605,9.94e-06,0.00464226
3.95,-0.00178867,0.00198507,0.00279904,0.00511383
3.955,0.00109842,0.00225588,0.00591635,0.00685713
3.96,-0.00042899,0.00275964,0.00651363,0.01109992
3.965,0.00101484,0.00484827,0.00623718,0.01068914
3.97,0.00405945,0.00555493,0.00828363,0.01100627
3.975,0.00075688,0.00768991,0.01139998,0.01139258
3.98,0.00376854,0.00690783,0.00983896,0.01398959
3.985,0.00690953,0.00933412,0.01077074,0.0121081
3.99,0.00777391,0.01242576,0.01083769,0.01293398
3.995,0.00931595,0.01191283,0.01222398,0.01293578
4.0,0.00823233,0.01246241,0.01207613,0.01535356
4.005,0.01048917,0.01351424,0.0158124,0.01670066
4.01,0.01375347,0.01329099,0.01454068,0.01723478
4.015,0.01170583,0.01591962,0.0147263,0.01674496
4.02,0.01474668,0.01453855,0.01705167,0.01689221
4.025,0.01474951,0.01734497,0.01640257,0.01843864
4.03,0.01662412,0.01847436,0.01612342,0.01852218
4.035,0.01688897,0.01650976,0.01627114,0.01632094
4.04,0.01673817,0.01756958,0.01822387,0.01691223
4.045,0.01522726,0.0136385,0.01592891,0.0168733
4.05,0.01383078,0.01480322,0.01621219,0.01573559
4.055,0.01386012,0.01220296,0.01357827,0.01296579
4.06,0.0141158,0.01159958,0.01351399,0.01344965
4.065,0.01203349,0.01130911,0.0136855,0.0102905
4.07,0.00993044,0.0111287,0.01070502,0.00923997
4.075,0.00831049,0.00924082,0.00637587,0.0063946
4.08,0.00868395,0.00530208,0.00705985,0.00693139
4.085,0.00627454,0.00635472,0.00703974,0.00558155
4.09,0.0038596,0.00681518,0.00604327,0.00509601
4.095,0.00515824,0.00405932,0.00737517,0.00458239
4.1,0.0070535,0.00631475,0.00524298,0.00613179
4.105,0.00780562,0.0074393,0.00491655,0.00382732
4.11,0.00846935,0.00713501,0.00619019,0.00458488
4.115,0.00693352,0.00908552,0.00736639,0.00533616
4.12,0.00950004,0.00804327,0.00778427,0.00650214
4.125,0.0116179,0.01098064,0.0095401,0.01041081
4.13,0.01274454,0.01150555,0.01149291,0.01065722
4.135,0.01300738,0.01519548,0.01240638,0.01021523
4.14,0.0166565,0.01531211,0.01516649,0.01276234
4.145,0.01576663,0.01542392,0.01396283,0.01328004
4.15,0.01555303,0.01652948,0.01402082,0.01149923
4.155,0.0160953,0.01512248,0.01491657,0.01326487
4.16,0.01752572,0.01671294,0.0134395,0.01266397
4.165,0.01730615,0.01481351,0.0123293,0.0101718
4.17,0.01494408,0.01413549,0.01170413,0.00804076
4.175,0.01479438,0.01291176,0.00899669,0.00871492
4.18,0.01320231,0.01046447,0.00760354,0.00690248
4.185,0.0103986,0.00978258,0.00568092,-2.073e-05
4.19,0.0071338,0.00664281,0.00381043,0.00164742
4.195,0.00708236,0.00510446,0.00053184,-0.00076852
4.2,0.00446025,0.00024781,-0.00091106,-0.00303161
4.205,0.00244188,0.00074292,-0.00138674,-0.00617553
4.21,-0.0010679,-0.0025439,-0.0057761,-0.00767495
4.215,-0.00216971,-0.00688847,-0.00832302,-0.0110476
4.22,-0.00627629,-0.00623412,-0.00777368,-0.01287253
4.225,-0.00457897,-0.00961873,-0.01139194,-0.01313628
4.23,-0.00633837,-0.00790187,-0.01208991,-0.0136812
4.235,-0.00795353,-0.00989918,-0.01368962,-0.01501931
4.24,-0.00872117,-0.01297808,-0.01277824,-0.0151106
4.245,-0.01000798,-0.0118382,-0.01360354,-0.01366772
4.25,-0.01048029,-0.01335951,-0.01380983,-0.01391114
4.255,-0.01080137,-0.01235807,-0.01508648,-0.01629987
4.26,-0.01055118,-0.01248699,-0.01414942,-0.01583738
4.265,-0.01067943,-0.01394148,-0.01387749,-0.01527158
4.27,-0.01340872,-0.01434409,-0.015986,-0.01529733
4.275,-0.01271483,-0.01496001,-0.01546267,-0.0161181
4.28,-0.01317971,-0.01425052,-0.01486199,-0.01450093
4.285,-0.01380404,-0.01379758,-0.01668573,-0.01628377
4.29,-0.01423361,-0.01562618,-0.01434006,-0.01685653
4.295,-0.01430331,-0.01377144,-0.0165479,-0.01636223
4.3,-0.0134569,-0.01554223,-0.01658566,-0.01612075
4.305,-0.01462494,-0.01437544,-0.01786432,-0.01528829
4.31,-0.01557716,-0.01321788,-0.01498541,-0.01373317
4.315,-0.01533688,-0.01493022,-0.01692445,-0.01280564
4.32,-0.01281174,-0.01426501,-0.01469055,-0.01046467
4.325,-0.01365537,-0.01285624,-0.01158837,-0.01143765
4.33,-0.01285103,-0.00976767,-0.0127799,-0.01018867
4.335,-0.01162155,-0.01092488,-0.00994248,-0.01110922
4.34,-0.00962893,-0.00846307,-0.00956094,-0.00707438
4.345,-0.00816815,-0.00799562,-0.00888865,-0.00782047
4.35,-0.00758095,-0.0070419,-0.00667774,-0.00767747
4.355,-0.00635019,-0.00783565,-0.00464663,-0.0029709
4.36,-0.00524663,-0.00637604,-0.00502685,-0.00612841
4.365,-0.00679329,-0.00365843,-0.00709392,-0.00375808
4.37,-0.00683746,-0.00551438,-0.00564213,-0.00326045
4.375,-0.00714975,-0.00752697,-0.00638924,-0.00388097
4.38,-0.00935018,-0.00627208,-0.00826995,-0.00337739
4.385,-0.00998967,-0.00659716,-0.00525078,-0.00589405
4.39,-0.00853827,-0.00893732,-0.0075243,-0.00500178
4.395,-0.0116453,-0.00937488,-0.00977565,-0.00592126
4.4,-0.01324888,-0.01032779,-0.00983667,-0.00780081
4.405,-0.0158112,-0.01255194,-0.01039822,-0.00881919
4.41,-0.01533512,-0.01233329,-0.01189497,-0.01099108
4.415,-0.01518342,-0.01393649,-0.01291846,-0.01145974
4.42,-0.01481003,-0.01466003,-0.01237876,-0.00874762
4.425,-0.01597221,-0.01342885,-0.01223225,-0.01019811
4.43,-0.01659226,-0.01135944,-0.01044985,-0.00827882
4.435,-0.01397877,-0.01270517,-0.00938876,-0.00824584
4.44,-0.01213425,-0.0097195,-0.00802065,-0.00477915
4.445,-0.00991583,-0.00777262,-0.00723789,-0.00400075
4.45,-0.00839903,-0.0046086,-0.00337198,-0.00060884
4.455,-0.00578599,-0.00365598,-0.00036492,0.00027423
4.46,-0.00398407,0.0011931,0.0028823,0.00390212
4.465,-8.002e-05,0.00165755,0.00358915,0.00740522
4.47,0.00129237,0.00599267,0.00704794,0.00899137
4.475,0.0044869,0.00690308,0.01040782,0.01274621
4.48,0.00579183,0.00999813,0.01293638,0.01442885
4.485,0.00966658,0.01054353,0.01461007,0.015836
4.49,0.01141393,0.01292621,0.01548094,0.01531456
4.495,0.01022062,0.01391863,0.01490232,0.0166601
4.5,0.0099906,0.013589,0.01688324,0.01716122
4.505,0.01369468,0.01331773,0.01890341,0.01969937
4.51,0.01106995,0.01337767,0.01703913,0.01665488
4.515,0.01294002,0.0157262,0.0148673,0.01859525
4.52,0.01359735,0.01378785,0.01777987,0.01805966
4.525,0.01298063,0.01602083,0.01538445,0.01503376
4.53,0.01334658,0.01478455,0.01545302,0.01602753
4.535,0.01353552,0.01424683,0.01524362,0.01644966
4.54,0.01334708,0.0148887,0.01424702,0.01399909
4.545,0.01195322,0.01438679,0.01445652,0.01295489
4.55,0.01216781,0.01550906,0.01439169,0.01337154
4.555,0.01360818,0.01313362,0.01387408,0.01362885
4.56,0.01205793,0.01260509,0.01381862,0.01186937
4.565,0.01453405,0.01345214,0.01311844,0.01345517
4.57,0.01391237,0.0144237,0.01248859,0.01284036
4.575,0.01426199,0.01315016,0.01258486,0.01253919
4.58,0.0142837,0.01249516,0.01303585,0.01082605
4.585,0.01152655,0.01328468,0.01199525,0.01013537
4.59,0.0116332,0.01249076,0.01171081,0.01138599
4.595,0.01213301,0.01106832,0.01170744,0.01163718
4.6,0.01113547,0.01017763,0.00988772,0.00828676
4.605,0.00903881,0.00990855,0.00895958,0.00698313
4.61,0.01060526,0.01163037,0.00832432,0.00600038
