time_s,acc_DOF2_mps2,acc_DOF4_mps2,acc_DOF5_mps2,acc_DOF6_mps2
0.425,-0.01139513,-0.00759281,-0.00546395,-0.00257165
0.43,-0.00898981,-0.00446702,-0.00435761,-0.00286955
0.435,-0.00736656,-0.0039771,-0.00484401,-0.00046971
0.44,-0.00681752,-0.00583151,-0.00234798,-0.00135139
0.445,-0.0087577,-0.00300239,-0.00088132,0.00045031
0.45,-0.00745628,-0.00175436,-0.00089106,0.00138972
0.455,-0.00668563,-0.00356661,0.00025799,0.00250332
0.46,-0.00526024,-0.00069011,0.00244346,0.00238378
0.465,-0.00701211,0.00012982,0.00103232,0.00248901
0.47,-0.00608251,0.00083365,0.00133611,0.00359779
0.475,-0.00375062,0.00081981,0.00260627,0.00445317
0.48,-0.00561635,0.00297752,0.00085406,0.00548035
0.485,-0.00434581,0.00147256,0.00376689,0.00642186
0.49,-0.0022564,-0.00028215,0.00592778,0.00702962
0.495,-0.00252717,0.00331754,0.00493613,0.0047558
0.5,0.00102208,0.00598806,0.00736145,0.00991829
0.505,0.00200126,0.0054369,0.0079985,0.00969521
0.51,0.00297288,0.0063046,0.01039721,0.01111125
0.515,0.00444983,0.00963353,0.01110621,0.01222216
0.52,0.00630349,0.0086707,0.01383363,0.0145554
0.525,0.00903271,0.01454142,0.01377051,0.0158772
0.53,0.0103627,0.01597399,0.01505246,0.01851514
0.535,0.014632,0.01721739,0.01948419,0.01874745
0.54,0.01508854,0.01924871,0.01885172,0.02031567
0.545,0.01853742,0.02117738,0.02111434,0.02038141
0.55,0.02002994,0.02093427,0.02222703,0.01997466
0.555,0.0221323,0.02295382,0.02212139,0.02326547
0.56,0.02064222,0.0240824,0.02286415,0.02341963
0.565,0.02274835,0.0249745,0.02480248,0.02407852
0.57,0.0229346,0.02387432,0.0206738,0.02221006
0.575,0.02030497,0.02057577,0.02267389,0.02012379
0.58,0.01925151,0.01905185,0.02057496,0.01918154
0.585,0.01951447,0.01694716,0.0178245,0.017443
0.59,0.01661051,0.01539465,0.01542614,0.01437076
0.595,0.01669244,0.0136117,0.01297186,0.01238752
0.6,0.01494922,0.01287401,0.01078972,0.00814061
0.605,0.01383983,0.01096494,0.00810782,0.00662979
0.61,0.01027622,0.00855576,0.00614369,0.00636341
0.615,0.01004543,0.00680737,0.00520471,0.00256125
0.62,0.00718904,0.00393082,0.00438823,0.0028451
0.625,0.00670463,0.00593736,0.002528,0.00050161
0.63,0.00709397,0.00175602,0.00207391,-0.00172492
0.635,0.00400386,0.00283027,0.00043705,0.00021172
0.64,0.00514967,0.00509476,0.00184263,-0.00123791
0.645,0.00634292,0.0039513,0.00378901,-0.00141126
0.65,0.00645799,0.00483952,0.00245324,-0.0002504
0.655,0.00629876,0.00422731,0.00402976,0.00156956
0.66,0.00828321,0.00666287,0.00331515,0.00167369
0.665,0.00802753,0.00425339,0.00460558,0.00098355
0.67,0.00937436,0.00769686,0.00534895,0.00382257
0.675,0.00827873,0.00670871,0.00618896,0.00213596
0.68,0.01042166,0.00566051,0.00398265,0.00400865
0.685,0.009416,0.00672722,0.00619337,0.00225534
0.69,0.01267948,0.00759425,0.00410942,0.0040334
0.695,0.01003059,0.00664164,0.00379728,0.00320922
0.7,0.00919584,0.00568953,0.00348945,0.00129747
0.705,0.00751005,0.00258104,0.00196991,-0.00090119
0.71,0.00666885,0.00354334,0.00232252,-0.00224354
0.715,0.00479691,0.00042869,-0.00015425,-0.0018879
0.72,0.0040447,3.481e-05,0.00100972,-0.00430976
0.725,0.00271731,-0.00202591,-0.00459998,-0.00403764
0.73,0.00348136,-0.00269187,-0.00320872,-0.00657526
0.735,0.00092164,-0.00340883,-0.00756757,-0.00867452
0.74,0.00051602,-0.00398986,-0.0065521,-0.0088051
0.745,-0.00040009,-0.00332591,-0.00605916,-0.00942019
0.75,-0.00237127,-0.0056197,-0.00681982,-0.00896238
0.755,-0.00389015,-0.00727321,-0.00990717,-0.01229623
0.76,-0.00306804,-0.0091712,-0.01022782,-0.01179275
0.765,-0.00374943,-0.00858732,-0.01218556,-0.01132464
0.77,-0.00616266,-0.00782813,-0.01169723,-0.01208151
0.775,-0.00560555,-0.01170185,-0.01302392,-0.0144615
0.78,-0.00865352,-0.01227323,-0.0148213,-0.01487348
0.785,-0.00990012,-0.01549997,-0.01530064,-0.01641508
0.79,-0.01232987,-0.01301678,-0.01765366,-0.0178658
0.795,-0.01329218,-0.01653837,-0.01669513,-0.0162121
0.8,-0.01324621,-0.01746281,-0.01893513,-0.01843449
0.805,-0.01811757,-0.01763317,-0.01718486,-0.0205133
0.81,-0.01936379,-0.0207017,-0.0202596,-0.02027465
0.815,-0.02023605,-0.02207363,-0.01969144,-0.02111251
0.82,-0.0213222,-0.02153116,-0.02014923,-0.02095055
0.825,-0.02095176,-0.02247069,-0.02130702,-0.0207226
0.83,-0.02032006,-0.02461972,-0.02125869,-0.01965053
0.835,-0.02148702,-0.0226292,-0.01957528,-0.01875453
0.84,-0.0202126,-0.02116588,-0.01942596,-0.01940938
0.845,-0.02060478,-0.01924181,-0.0178528,-0.01832701
0.85,-0.02022542,-0.01700319,-0.01642311,-0.01416797
0.855,-0.01868191,-0.01585412,-0.01460452,-0.01290124
0.86,-0.01688428,-0.01450336,-0.01313201,-0.01034411
0.865,-0.01459986,-0.01157552,-0.00987753,-0.00807269
0.87,-0.01287828,-0.00915199,-0.00831271,-0.00665449
0.875,-0.00915969,-0.00660567,-0.00464866,-0.00405605
0.88,-0.00880646,-0.00329758,-0.00493175,-0.00194271
0.885,-0.00464636,-0.00289373,0.00036973,0.00236258
0.89,-0.00334249,-0.00024606,0.00010142,0.00103335
0.895,-0.00303196,-0.0019983,-0.00072553,0.00199823
0.9,-0.00330993,-0.00017912,0.00270733,0.0031866
0.905,-0.00088495,-0.00013124,0.00232394,0.00286681
0.91,-0.0032888,-0.00015985,0.00042848,0.00338175
0.915,-0.00507869,0.00131556,-0.0003137,0.0028567
0.92,-0.00526975,-0.00318061,0.0005377,0.00243698
0.925,-0.00717152,-0.00367167,0.00033865,0.00174463
0.93,-0.00606968,-0.00462004,-0.0020555,0.00131519
0.935,-0.00958568,-0.00566494,-0.00320152,-0.00062432
0.94,-0.00683114,-0.00319283,-0.00396697,-0.00038947
0.945,-0.01060848,-0.00492159,-0.00209466,-0.0034584
0.95,-0.00927426,-0.00403772,-0.00391013,-0.00155275
0.955,-0.00866142,-0.00631423,-0.0039712,-0.00075726
0.96,-0.0082432,-0.00574165,-0.0030261,-0.00182147
0.965,-0.00767934,-0.00461869,-0.00172207,-0.00121608
0.97,-0.00623688,-0.00441934,0.00051848,0.00094178
0.975,-0.00483257,-0.00128655,0.00221013,0.0012117
0.98,-0.00640767,0.00118461,0.00121662,0.00394822
0.985,-0.00150856,0.00299777,0.00295861,0.0055878
0.99,-0.00049763,0.00433973,0.00454612,0.00860283
0.995,0.00048137,0.00483916,0.00802173,0.0095146
1.0,0.00376708,0.00593302,0.00922586,0.01183939
1.005,0.00336823,0.00732572,0.01075265,0.01265487
1.01,0.00310677,0.01089389,0.0129545,0.01228809
1.015,0.0053557,0.0114131,0.01336486,0.01447937
1.02,0.00587132,0.01103653,0.01386062,0.01484595
1.025,0.00592868,0.01130234,0.01275078,0.01441347
1.03,0.00969326,0.0129908,0.01505801,0.01576586
1.035,0.01043568,0.01438745,0.01664412,0.01541502
1.04,0.01147517,0.01649059,0.01601949,0.01653403
1.045,0.01157284,0.01502512,0.0167613,0.01719176
1.05,0.0123967,0.01632414,0.01933283,0.0175857
1.055,0.01417363,0.01817388,0.01771523,0.01756012
1.06,0.01357781,0.01725862,0.01692963,0.01749422
1.065,0.01595675,0.01974524,0.01903058,0.01906292
1.07,0.01622372,0.01890332,0.01683965,0.01737039
1.075,0.01811222,0.01949452,0.01887409,0.02088805
1.08,0.01956823,0.01864184,0.01894281,0.01588601
1.085,0.02049874,0.0187852,0.01999356,0.01913587
1.09,0.02125893,0.01826737,0.02098625,0.01897149
1.095,0.02074901,0.01936862,0.01867327,0.01760231
1.1,0.01986522,0.02022296,0.01741691,0.01595691
1.105,0.02054769,0.01932921,0.01614461,0.01777044
1.11,0.01951684,0.0154984,0.01442531,0.01420792
1.115,0.01846127,0.01503025,0.01428963,0.01157365
1.12,0.01533787,0.01352901,0.01180107,0.01124241
1.125,0.01554278,0.01194816,0.01031391,0.0090213
1.13,0.01587126,0.00931249,0.00944903,0.00412046
1.135,0.00918428,0.00729514,0.00626901,0.00314216
1.14,0.00869779,0.00739783,0.0036512,-0.00021013
1.145,0.007044,0.00233001,0.00141828,-0.00062971
1.15,0.0041686,0.00232053,-0.00130961,-0.00233769
1.155,0.00417447,0.00021149,-0.00268315,-0.00466813
1.16,0.00152646,-0.00041986,-0.00290521,-0.00445592
1.165,0.00209677,-0.00307167,-0.00462059,-0.00592397
1.17,0.00124054,-0.00263623,-0.00556103,-0.00584848
1.175,0.00110563,-0.00353272,-0.00558164,-0.00697824
1.18,0.00206251,-0.00137442,-0.00201179,-0.00421414
1.185,0.00286356,-0.00105999,-0.00248135,-0.00447898
1.19,0.00297496,0.00074708,-0.0003368,-0.00404466
1.195,0.00586888,0.00153188,-0.00063408,-0.00228554
1.2,0.00523486,0.00106348,0.0004382,0.00036597
1.205,0.0077773,0.0022452,0.00166533,-0.00027649
1.21,0.00752508,0.00356118,0.0024939,0.00088048
1.215,0.00688721,0.00558584,0.00030084,-0.00037331
1.22,0.00826344,0.00421038,0.00059135,0.00136426
1.225,0.00783771,0.00346754,0.00235895,0.0005414
1.23,0.00674283,0.00232209,0.00296681,-0.00245965
1.235,0.00501127,0.00059741,-0.00011627,-0.00036138
1.24,0.00434617,0.00025872,-0.00197958,-0.00077232
1.245,0.00121202,-0.0011869,-0.00372997,-0.00677044
1.25,-0.00016241,-0.0028837,-0.00365936,-0.00746469
1.255,-0.00172028,-0.0056997,-0.00637624,-0.00865159
1.26,-0.00295525,-0.00760836,-0.00811594,-0.01069564
1.265,-0.00363824,-0.00960869,-0.00937809,-0.01297508
1.27,-0.00539518,-0.01099778,-0.01295038,-0.01442074
1.275,-0.01007645,-0.01088336,-0.01372737,-0.0166256
1.28,-0.01186518,-0.0143287,-0.01582604,-0.01749855
1.285,-0.01306393,-0.01584469,-0.01482967,-0.01942025
1.29,-0.01198025,-0.01647172,-0.0193175,-0.02012935
1.295,-0.01293816,-0.01734901,-0.01822747,-0.0198396
1.3,-0.01554188,-0.01666343,-0.01799523,-0.01844625
1.305,-0.0149484,-0.01771886,-0.01739487,-0.01938267
1.31,-0.01705067,-0.01868035,-0.01943848,-0.01817596
1.315,-0.01462204,-0.01900065,-0.017237,-0.01795427
1.32,-0.01685238,-0.01912692,-0.01667424,-0.01750975
1.325,-0.01693784,-0.01680818,-0.01802903,-0.01591461
1.33,-0.01789178,-0.02031959,-0.01824412,-0.01799515
1.335,-0.01805775,-0.01650579,-0.0163098,-0.01658327
1.34,-0.01807179,-0.01761031,-0.01790555,-0.01577682
1.345,-0.01804248,-0.01802311,-0.01691878,-0.01467192
1.35,-0.01985195,-0.01873188,-0.01556722,-0.01440177
1.355,-0.01923106,-0.01650148,-0.01518311,-0.01442924
1.36,-0.01760301,-0.01580574,-0.01493208,-0.01296041
1.365,-0.01733245,-0.01369492,-0.01445828,-0.01291919
1.37,-0.01750034,-0.01590609,-0.0130768,-0.01159174
1.375,-0.01689808,-0.01423933,-0.01006313,-0.00949367
1.38,-0.01709387,-0.0119495,-0.0107782,-0.00846853
1.385,-0.01428543,-0.01235205,-0.0080789,-0.00752038
1.39,-0.01277085,-0.00879503,-0.006967,-0.00534756
1.395,-0.01156669,-0.00704345,-0.00390975,-0.00146496
1.4,-0.00942248,-0.00404553,-0.00125742,-0.001837
1.405,-0.00881581,-0.003106,-0.00021452,0.00065371
1.41,-0.00424502,-0.00179599,0.00161442,0.00095836
1.415,-0.00246177,0.00075469,0.00119755,0.00357381
1.42,-0.00194452,0.00180781,0.00423197,0.00533808
1.425,-0.00186531,0.00090796,0.00527842,0.00465391
1.43,0.00059955,0.00431305,0.00506787,0.00732812
1.435,-0.00058921,0.00429721,0.00722188,0.00795596
1.44,0.00170212,0.00413185,0.00671822,0.00824417
1.445,0.00121012,0.00521089,0.00505162,0.00720802
1.45,-0.00245389,0.00434993,0.00650788,0.00781037
1.455,-0.00106278,0.00189768,0.00292163,0.00767488
1.46,-0.00165946,0.00037142,0.00463288,0.004072
1.465,-0.00345707,-0.00062959,0.00070324,0.00460407
1.47,-0.00462979,-0.00039779,0.00045961,0.00386301
1.475,-0.00362379,-0.00052193,-9.413e-05,0.00369002
1.48,-0.0058079,-0.00277104,-0.00011762,0.00118484
1.485,-0.00597207,-0.00205207,0.00276346,0.00236416
1.49,-0.00600138,-0.00117773,-0.0018198,0.00115188
1.495,-0.00567402,-0.00166623,-0.00040926,0.00181974
1.5,-0.00309651,-0.00069672,-0.00037729,0.00200761
1.505,-0.0026361,0.00031976,0.00367555,0.00418406
1.51,-0.00080935,0.00292125,0.00391354,0.00598746
1.515,0.00074568,0.00414456,0.00765127,0.00835749
1.52,0.00197976,0.0060725,0.00722056,0.00863664
1.525,0.00541005,0.01059763,0.01118122,0.01273275
1.53,0.00734537,0.01251138,0.01279071,0.0148473
1.535,0.01093449,0.01472823,0.01447476,0.01602078
1.54,0.00974136,0.01661666,0.01591148,0.01884056
1.545,0.01386236,0.01725441,0.01930326,0.0201932
1.55,0.01570122,0.01850038,0.01961097,0.02054549
1.555,0.0181613,0.01889399,0.02046964,0.02141595
1.56,0.01747941,0.01898981,0.02114039,0.02074705
1.565,0.01892241,0.01991541,0.02087777,0.02078214
1.57,0.01886037,0.01990376,0.02146248,0.02112883
1.575,0.01963304,0.02035824,0.02069625,0.02133071
1.58,0.0192462,0.01880674,0.01966177,0.01824587
1.585,0.01912916,0.01798074,0.01723831,0.01952601
1.59,0.01931018,0.01888487,0.01783267,0.01689346
1.595,0.01850167,0.01744055,0.01568314,0.01475561
1.6,0.01865214,0.01550252,0.01542777,0.0129849
1.605,0.01614417,0.01665188,0.01484313,0.01245591
1.61,0.01674509,0.01368897,0.01478052,0.01296485
1.615,0.01621371,0.01608196,0.01248201,0.00884551
1.62,0.01689441,0.01383747,0.01237167,0.01078717
1.625,0.01577529,0.01205478,0.01167273,0.00948873
1.63,0.01409912,0.01190911,0.00903942,0.00739601
1.635,0.01547873,0.00945427,0.00992981,0.00612321
1.64,0.01371896,0.00801095,0.00683307,0.00671628
1.645,0.01312974,0.00886013,0.00586794,0.00445897
1.65,0.0110974,0.00847296,0.00523617,0.0049473
1.655,0.01032375,0.00793138,0.00327807,0.00234054
1.66,0.01044111,0.00480406,0.00229444,0.00013127
1.665,0.00754588,0.00446007,0.00271014,-0.00088665
1.67,0.00497437,0.00259655,0.0001176,-0.0020331
1.675,0.00550482,0.00178456,-0.00122744,-0.00339243
1.68,0.00299199,-0.0007217,-0.00376996,-0.00505831
1.685,0.00157565,-0.0034575,-0.00549512,-0.00786179
1.69,-0.00014902,-0.00324659,-0.00657277,-0.00938317
1.695,-0.0026928,-0.00660486,-0.00772587,-0.00865115
1.7,0.00071153,-0.0055458,-0.00835792,-0.01000315
1.705,-0.0015628,-0.00586915,-0.00733856,-0.00822063
1.71,-0.00191075,-0.0059871,-0.00855036,-0.00986104
1.715,-0.00185975,-0.00462461,-0.00737157,-0.00794046
1.72,0.00047863,-0.00279205,-0.00396988,-0.00810143
1.725,0.00013092,-0.00408735,-0.00585355,-0.00688378
1.73,-0.00033992,-0.00327618,-0.00480903,-0.00558367
1.735,0.00197036,-0.00394508,-0.00387397,-0.00496326
1.74,0.00303753,-0.00317753,-0.0041224,-0.00475743
1.745,0.0015727,0.00022794,-0.00328791,-0.0031406
1.75,0.00275598,-0.0027773,-0.00291331,-0.00391539
1.755,0.00257193,0.00039109,-0.00399159,-0.00468175
1.76,0.00299166,-0.00170083,-0.00224495,-0.00605401
1.765,0.00040113,-0.00354924,-0.00377743,-0.00408097
1.77,3.572e-05,-0.00208126,-0.00383016,-0.00653886
1.775,0.00045743,-0.00501271,-0.0085212,-0.00725574
1.78,-0.00205207,-0.00604623,-0.00784646,-0.00855151
1.785,-0.00540404,-0.00761243,-0.01193162,-0.01137922
1.79,-0.00928791,-0.01166391,-0.00990021,-0.01381528
1.795,-0.00984259,-0.01254565,-0.015061,-0.01359845
1.8,-0.01284637,-0.01567023,-0.01502057,-0.01746038
1.805,-0.01595278,-0.01606041,-0.01733327,-0.01695344
1.81,-0.01641309,-0.01791656,-0.01924073,-0.02026262
1.815,-0.01932758,-0.01929088,-0.02027024,-0.02135166
1.82,-0.02140416,-0.01997789,-0.02269729,-0.01856052
1.825,-0.0192802,-0.02255955,-0.02299288,-0.02255224
1.83,-0.01936569,-0.02376187,-0.02197121,-0.02270999
1.835,-0.02181117,-0.02131152,-0.02192908,-0.02159939
1.84,-0.02193124,-0.02176554,-0.02093131,-0.02091961
1.845,-0.01932688,-0.02089996,-0.01862681,-0.01868685
1.85,-0.02023917,-0.01979908,-0.01670364,-0.01787665
1.855,-0.01861359,-0.0182089,-0.01613392,-0.01473707
1.86,-0.01845653,-0.01658021,-0.01439497,-0.0138441
1.865,-0.01639519,-0.01412776,-0.01262243,-0.01177388
1.87,-0.01496239,-0.01406229,-0.01025895,-0.01078682
1.875,-0.01486072,-0.01006639,-0.01104419,-0.0092967
1.88,-0.01263123,-0.01032154,-0.00908325,-0.00697679
1.885,-0.01394098,-0.01095633,-0.00619192,-0.00491727
1.89,-0.01142617,-0.01036339,-0.00593729,-0.00452223
1.895,-0.01228531,-0.00707029,-0.00610055,-0.00327334
1.9,-0.01081452,-0.0059794,-0.00474847,-0.00174751
1.905,-0.00857864,-0.00647747,-0.00177809,-0.00048407
1.91,-0.00960684,-0.00662606,-0.00165728,-0.00228961
1.915,-0.00610485,-0.00313216,-0.00268528,0.00173245
1.92,-0.00747666,-0.00335362,-0.00025696,0.00158826
1.925,-0.00591304,-0.00260242,0.00071618,0.00299537
1.93,-0.00582026,0.00028376,0.00160107,0.00313573
1.935,-0.0031713,0.00021122,0.00368793,0.00397236
1.94,-0.00116746,0.00279773,0.00337545,0.00406245
1.945,-0.00181391,0.0020838,0.00654786,0.00619483
1.95,-9.802e-05,0.0041349,0.00473797,0.00659246
1.955,0.00178164,0.00594984,0.00707247,0.00953212
1.96,0.00124751,0.00502048,0.00687357,0.00688688
1.965,0.00272566,0.00519176,0.00729147,0.00683081
1.97,0.00179495,0.00824851,0.0078317,0.00914889
1.975,0.00339836,0.00738539,0.00728906,0.00852925
1.98,0.00190907,0.00730815,0.00877376,0.01087437
1.985,0.00309914,0.0064854,0.00731081,0.01028281
1.99,0.00198278,0.00409928,0.00845216,0.00741287
1.995,0.00226386,0.00623054,0.00594504,0.00884562
2.0,0.00262322,0.00469447,0.00663087,0.00781667
2.005,0.00118608,0.00422922,0.00625817,0.00825067
2.01,0.00046968,0.00326181,0.00461359,0.00640683
2.015,0.00059118,0.00263331,0.0057881,0.00671545
2.02,0.00016113,0.00370244,0.00321497,0.00394591
2.025,0.000841,0.0034532,0.00638127,0.00568986
2.03,0.00030802,0.00363797,0.00711872,0.00757136
2.035,0.00076066,0.0033788,0.00488769,0.00795597
2.04,0.00294743,0.00830296,0.00775747,0.00735401
2.045,0.00407086,0.0094319,0.00954317,0.01041443
2.05,0.00753417,0.00967731,0.01064161,0.01103981
2.055,0.01123605,0.01120033,0.01137293,0.01331599
2.06,0.01148145,0.01317453,0.01572098,0.01524139
2.065,0.01581851,0.01600955,0.01531845,0.01643314
2.07,0.01536966,0.01681667,0.01900454,0.0182504
2.075,0.01922959,0.01962792,0.01886081,0.02142846
2.08,0.01772817,0.01920533,0.02179143,0.02260378
2.085,0.02209418,0.0219387,0.02368636,0.02075517
2.09,0.02072157,0.02320193,0.02397158,0.02257462
2.095,0.02225547,0.02291293,0.02207003,0.02060038
2.1,0.02368309,0.02313954,0.02107734,0.02093525
2.105,0.02423148,0.01993639,0.02109082,0.01815325
2.11,0.02183123,0.02074892,0.01904905,0.01733857
2.115,0.01998454,0.01967434,0.01926865,0.01656528
2.12,0.01893753,0.0165313,0.01611616,0.01272761
2.125,0.01743965,0.01539458,0.0131634,0.00961115
2.13,0.01678573,0.01326579,0.00949013,0.00821698
2.135,0.01554347,0.01036306,0.00817274,0.00739746
2.14,0.01241608,0.00855179,0.00472307,0.00350133
2.145,0.01032072,0.00797194,0.00714365,0.00263995
2.15,0.01081072,0.00630965,0.00253502,0.00024852
2.155,0.00767613,0.00515816,0.00124091,-0.00036989
2.16,0.00712408,0.00283787,0.00092233,-0.00150774
2.165,0.00572853,0.00209452,0.0008348,-0.00291804
2.17,0.00526426,0.00070692,-0.00138484,-0.00421244
2.175,0.00404975,0.00265868,-0.00343894,-0.00505984
2.18,0.00213137,0.00092499,-0.00344033,-0.00405331
2.185,0.00316189,-0.00141031,-0.00396818,-0.00559299
2.19,0.00334108,-0.00049114,-0.00441425,-0.00534949
2.195,0.00379022,-0.00093694,-0.00363055,-0.00627843
2.2,0.0010552,-0.00338101,-0.00169196,-0.00568253
2.205,0.00030231,-0.00521593,-0.00583457,-0.00681732
2.21,-0.00054425,-0.00374122,-0.00406869,-0.00905022
2.215,0.00090807,-0.00477417,-0.00473413,-0.00854038
2.22,-0.00155444,-0.00451309,-0.00522383,-0.00727862
2.225,-0.00252036,-0.005139,-0.00588994,-0.00921343
2.23,-0.00266105,-0.00776694,-0.00771148,-0.00884435
2.235,-0.0031391,-0.00680615,-0.00669647,-0.00894703
2.24,-0.00394902,-0.00852744,-0.01110293,-0.0078938
2.245,-0.00547336,-0.00809256,-0.00805519,-0.01080769
2.25,-0.00461519,-0.0078269,-0.01026817,-0.00968621
2.255,-0.00526106,-0.00720702,-0.00960362,-0.0111014
2.26,-0.00546772,-0.00678497,-0.01073884,-0.01118237
2.265,-0.00381033,-0.00754497,-0.00813972,-0.01048909
2.27,-0.00469229,-0.00567234,-0.0062492,-0.00877692
2.275,-0.00250677,-0.00639516,-0.00876798,-0.00757233
2.28,-0.00356483,-0.00631573,-0.00774858,-0.01120576
2.285,-0.00451082,-0.00682638,-0.00638231,-0.00856359
2.29,-0.00232047,-0.00548845,-0.0078188,-0.00876142
2.295,-0.00410545,-0.00743463,-0.00738925,-0.00707953
2.3,-0.00596396,-0.00830879,-0.00799678,-0.00822383
2.305,-0.0054238,-0.00787974,-0.00984611,-0.00947906
2.31,-0.00806463,-0.00681186,-0.00956858,-0.01195409
2.315,-0.00765692,-0.01182338,-0.01298522,-0.01257339
2.32,-0.011307,-0.01195299,-0.01241261,-0.01398663
